Despacho,Orden,Cliente,Distrito,Tecnico,Decos_Series,Repetidores_Series,Fecha_Despacho,Estado_Almacen
DESP-006393,ORD-007961,Jose Torres Perez,Manuel Antonio Mesones Muro,Cuadrilla Chiclayo Centro - C-01,,,2024-07-11,Entregado a Tecnico
DESP-006394,ORD-007962,Manuel Flores Diaz,La Victoria,Cuadrilla Ferreñafe - C-05,,,2024-07-11,Entregado a Tecnico
DESP-006395,ORD-007963,Carlos Castro Vargas,Jayanca,Cuadrilla Lambayeque Norte - C-04,"DEC-145114, DEC-607399, DEC-847397","REP-977061, REP-582558",2024-07-11,Entregado a Tecnico
DESP-006396,ORD-007965,Manuel Torres Garcia,Chiclayo,Cuadrilla Chiclayo Centro - C-01,,REP-269572,2024-07-11,Entregado a Tecnico
DESP-006397,ORD-007966,Maria Vasquez Lopez,Ferreñafe,Cuadrilla Lambayeque Norte - C-04,DEC-829938,REP-459320,2024-07-11,Entregado a Tecnico
DESP-006398,ORD-007967,Carmen Rojas Flores,Santa Rosa,Cuadrilla La Victoria / JLO - C-02,,"REP-405924, REP-483738",2024-07-13,Entregado a Tecnico
DESP-006399,ORD-007969,Ana Gomez Vasquez,José Leonardo Ortiz,Cuadrilla Chiclayo Centro - C-01,"DEC-683854, DEC-367702, DEC-339970",REP-343101,2024-07-12,Entregado a Tecnico
DESP-006400,ORD-007970,Luis Vasquez Rodriguez,La Victoria,Cuadrilla La Victoria / JLO - C-02,DEC-750899,REP-836298,2024-07-12,Entregado a Tecnico
DESP-006401,ORD-007972,Jose Flores Diaz,La Victoria,Cuadrilla Pimentel / Costa - C-03,"DEC-675126, DEC-159791",REP-721979,2024-07-12,Entregado a Tecnico
DESP-006402,ORD-007973,Sofia Diaz Perez,Pacora,Cuadrilla Pimentel / Costa - C-03,DEC-232616,REP-449718,2024-07-12,Entregado a Tecnico
DESP-006403,ORD-007974,Carlos Diaz Rodriguez,Pimentel,Cuadrilla Chiclayo Centro - C-01,"DEC-996463, DEC-933972",REP-615383,2024-07-13,Entregado a Tecnico
DESP-006404,ORD-007975,Carmen Rodriguez Sanchez,Reque,Cuadrilla Ferreñafe - C-05,"DEC-151220, DEC-421819",REP-499792,2024-07-12,Entregado a Tecnico
DESP-006405,ORD-007976,Maria Lopez Rojas,Puerto Eten,Cuadrilla Lambayeque Norte - C-04,DEC-522877,,2024-07-12,Entregado a Tecnico
DESP-006406,ORD-007977,Fiorella Gomez Lopez,La Victoria,Cuadrilla Pimentel / Costa - C-03,DEC-949823,"REP-593316, REP-197384",2024-07-13,Entregado a Tecnico
DESP-006407,ORD-007979,Carlos Mendoza Lopez,Jayanca,Cuadrilla Chiclayo Centro - C-01,"DEC-240887, DEC-961905",,2024-07-13,Entregado a Tecnico
DESP-006408,ORD-007980,Fernando Romero Perez,Motupe,Cuadrilla Chiclayo Centro - C-01,,REP-626525,2024-07-13,Entregado a Tecnico
DESP-006409,ORD-007982,Manuel Sanchez Gomez,José Leonardo Ortiz,Cuadrilla Pimentel / Costa - C-03,,,2024-07-13,Entregado a Tecnico
DESP-006410,ORD-007983,Diego Rodriguez Flores,José Leonardo Ortiz,Cuadrilla Pimentel / Costa - C-03,"DEC-680861, DEC-646075",,2024-07-13,Entregado a Tecnico
DESP-006411,ORD-007984,Carlos Perez Diaz,Santa Rosa,Cuadrilla La Victoria / JLO - C-02,DEC-192039,,2024-07-13,Entregado a Tecnico
DESP-006412,ORD-007985,Fernando Gomez Rodriguez,Pomalca,Cuadrilla Lambayeque Norte - C-04,DEC-921302,,2024-07-13,Entregado a Tecnico
DESP-006413,ORD-007986,Javier Garcia Romero,Santa Rosa,Cuadrilla Ferreñafe - C-05,DEC-813422,REP-262518,2024-07-14,Entregado a Tecnico
DESP-006414,ORD-007987,Manuel Vargas Vasquez,Íllimo,Cuadrilla Lambayeque Norte - C-04,"DEC-391811, DEC-388130, DEC-274423",REP-879789,2024-07-14,Entregado a Tecnico
DESP-006415,ORD-007988,Diego Mendoza Sanchez,Jayanca,Cuadrilla Ferreñafe - C-05,DEC-445606,REP-162852,2024-07-14,Entregado a Tecnico
DESP-006416,ORD-007989,Rosa Sanchez Lopez,Pimentel,Cuadrilla Ferreñafe - C-05,DEC-514591,,2024-07-14,Entregado a Tecnico
DESP-006417,ORD-007990,Carmen Vargas Flores,Santa Rosa,Cuadrilla La Victoria / JLO - C-02,,REP-561360,2024-07-14,Entregado a Tecnico
DESP-006418,ORD-007991,Christian Perez Rojas,Pomalca,Cuadrilla La Victoria / JLO - C-02,DEC-754331,"REP-783378, REP-334003",2024-07-14,Entregado a Tecnico
DESP-006419,ORD-007992,Sofia Rojas Lopez,Íllimo,Cuadrilla La Victoria / JLO - C-02,DEC-595937,"REP-922211, REP-827561",2024-07-15,Entregado a Tecnico
DESP-006420,ORD-007994,Fernando Romero Flores,Pátapo,Cuadrilla Ferreñafe - C-05,"DEC-829859, DEC-508205",,2024-07-14,Entregado a Tecnico
DESP-006421,ORD-007995,Elena Flores Sanchez,Monsefú,Cuadrilla La Victoria / JLO - C-02,DEC-594500,REP-848271,2024-07-14,Entregado a Tecnico
DESP-006422,ORD-007996,Fernando Lopez Mendoza,Pimentel,Cuadrilla Ferreñafe - C-05,DEC-898474,REP-818293,2024-07-15,Entregado a Tecnico
DESP-006423,ORD-007997,Lucia Rojas Rodriguez,La Victoria,Cuadrilla Pimentel / Costa - C-03,DEC-428536,REP-544282,2024-07-14,Entregado a Tecnico
DESP-006424,ORD-008001,Fiorella Rojas Garcia,Santa Rosa,Cuadrilla Ferreñafe - C-05,DEC-132794,REP-119792,2024-07-15,Entregado a Tecnico
DESP-006425,ORD-008002,Pedro Sanchez Vargas,José Leonardo Ortiz,Cuadrilla Chiclayo Centro - C-01,DEC-383883,,2024-07-15,Entregado a Tecnico
DESP-006426,ORD-008003,Christian Lopez Torres,Monsefú,Cuadrilla Ferreñafe - C-05,DEC-373691,,2024-07-15,Entregado a Tecnico
DESP-006427,ORD-008004,Manuel Torres Rodriguez,Pueblo Nuevo,Cuadrilla Ferreñafe - C-05,"DEC-643174, DEC-647875",,2024-07-15,Entregado a Tecnico
DESP-006428,ORD-008005,Ana Torres Mendoza,Pitipo,Cuadrilla Pimentel / Costa - C-03,"DEC-885865, DEC-971119",REP-273937,2024-07-15,Entregado a Tecnico
DESP-006429,ORD-008006,Rosa Vasquez Perez,Chiclayo,Cuadrilla Ferreñafe - C-05,"DEC-725644, DEC-725010, DEC-172655",,2024-07-15,Entregado a Tecnico
DESP-006430,ORD-008008,Luis Castro Sanchez,Pimentel,Cuadrilla Pimentel / Costa - C-03,DEC-328525,,2024-07-15,Entregado a Tecnico
DESP-006431,ORD-008009,Maria Rodriguez Lopez,Pimentel,Cuadrilla Pimentel / Costa - C-03,DEC-755149,"REP-250052, REP-262293",2024-07-15,Entregado a Tecnico
DESP-006432,ORD-008010,Katia Diaz Vasquez,Puerto Eten,Cuadrilla La Victoria / JLO - C-02,DEC-999837,REP-744933,2024-07-16,Entregado a Tecnico
DESP-006433,ORD-008012,Pedro Rojas Mendoza,Manuel Antonio Mesones Muro,Cuadrilla Pimentel / Costa - C-03,DEC-943110,,2024-07-15,Entregado a Tecnico
DESP-006434,ORD-008013,Sofia Garcia Vargas,Puerto Eten,Cuadrilla Pimentel / Costa - C-03,"DEC-872000, DEC-441674",REP-329782,2024-07-15,Entregado a Tecnico
DESP-006435,ORD-008014,Elena Vargas Gomez,Reque,Cuadrilla Ferreñafe - C-05,"DEC-221372, DEC-678765",,2024-07-15,Entregado a Tecnico
DESP-006436,ORD-008015,Sofia Gomez Rodriguez,Motupe,Cuadrilla Lambayeque Norte - C-04,DEC-284334,"REP-773966, REP-166282",2024-07-15,Entregado a Tecnico
DESP-006437,ORD-008016,Sofia Vargas Lopez,Reque,Cuadrilla Chiclayo Centro - C-01,"DEC-557849, DEC-488163","REP-425885, REP-786293",2024-07-15,Entregado a Tecnico
DESP-006438,ORD-008017,Jose Perez Garcia,José Leonardo Ortiz,Cuadrilla Pimentel / Costa - C-03,DEC-222353,,2024-07-15,Entregado a Tecnico
DESP-006439,ORD-008018,Jorge Diaz Romero,Pátapo,Cuadrilla La Victoria / JLO - C-02,DEC-310549,"REP-327285, REP-265453",2024-07-15,Entregado a Tecnico
DESP-006440,ORD-008019,Elena Perez Garcia,Puerto Eten,Cuadrilla Pimentel / Costa - C-03,,REP-614631,2024-07-15,Entregado a Tecnico
DESP-006441,ORD-008020,Rosa Vargas Garcia,Íllimo,Cuadrilla Ferreñafe - C-05,,,2024-07-15,Entregado a Tecnico
DESP-006442,ORD-008021,Rosa Flores Rojas,Pomalca,Cuadrilla Chiclayo Centro - C-01,"DEC-219576, DEC-518357, DEC-298267",,2024-07-15,Entregado a Tecnico
DESP-006443,ORD-008022,Fiorella Torres Castro,Túcume,Cuadrilla Lambayeque Norte - C-04,DEC-976821,REP-488396,2024-07-16,Entregado a Tecnico
DESP-006444,ORD-008023,Fernando Torres Vasquez,La Victoria,Cuadrilla Chiclayo Centro - C-01,,"REP-952449, REP-621668",2024-07-16,Entregado a Tecnico
DESP-006445,ORD-008024,Sofia Torres Diaz,Ferreñafe,Cuadrilla Ferreñafe - C-05,DEC-937726,"REP-895099, REP-325696",2024-07-16,Entregado a Tecnico
DESP-006446,ORD-008025,Christian Flores Rojas,Monsefú,Cuadrilla La Victoria / JLO - C-02,DEC-151727,,2024-07-16,Entregado a Tecnico
DESP-006447,ORD-008026,Fernando Lopez Lopez,Santa Rosa,Cuadrilla Ferreñafe - C-05,,REP-864462,2024-07-16,Entregado a Tecnico
DESP-006448,ORD-008027,Manuel Castro Gomez,Pitipo,Cuadrilla La Victoria / JLO - C-02,DEC-839935,,2024-07-16,Entregado a Tecnico
DESP-006449,ORD-008028,Maria Romero Lopez,Monsefú,Cuadrilla La Victoria / JLO - C-02,DEC-561371,REP-310611,2024-07-16,Entregado a Tecnico
DESP-006450,ORD-008030,Christian Vasquez Rodriguez,Santa Rosa,Cuadrilla La Victoria / JLO - C-02,DEC-755121,REP-875116,2024-07-16,Entregado a Tecnico
DESP-006451,ORD-008031,Jose Vasquez Vargas,Reque,Cuadrilla Pimentel / Costa - C-03,,REP-463272,2024-07-16,Entregado a Tecnico
DESP-006452,ORD-008032,Ana Flores Vasquez,Puerto Eten,Cuadrilla Lambayeque Norte - C-04,"DEC-695744, DEC-423983, DEC-624844",,2024-07-16,Entregado a Tecnico
DESP-006453,ORD-008033,Maria Gomez Gomez,Santa Rosa,Cuadrilla Pimentel / Costa - C-03,"DEC-383440, DEC-110424",,2024-07-16,Entregado a Tecnico
DESP-006454,ORD-008034,Elena Torres Sanchez,Pimentel,Cuadrilla Lambayeque Norte - C-04,DEC-655668,,2024-07-16,Entregado a Tecnico
DESP-006455,ORD-008035,Patricia Vargas Diaz,Pitipo,Cuadrilla Ferreñafe - C-05,"DEC-105173, DEC-864034",,2024-07-16,Entregado a Tecnico
DESP-006456,ORD-008036,Jose Garcia Romero,Íllimo,Cuadrilla Lambayeque Norte - C-04,,,2024-07-16,Entregado a Tecnico
DESP-006457,ORD-008037,Jose Vasquez Castro,Motupe,Cuadrilla La Victoria / JLO - C-02,"DEC-509353, DEC-101765, DEC-738413",,2024-07-16,Entregado a Tecnico
DESP-006458,ORD-008038,Fernando Vargas Gomez,Chiclayo,Cuadrilla La Victoria / JLO - C-02,DEC-141356,,2024-07-16,Entregado a Tecnico
DESP-006459,ORD-008039,Patricia Martinez Sanchez,Monsefú,Cuadrilla La Victoria / JLO - C-02,DEC-223126,REP-415990,2024-07-16,Entregado a Tecnico
DESP-006460,ORD-008040,Lucia Diaz Vargas,Íllimo,Cuadrilla Pimentel / Costa - C-03,"DEC-296962, DEC-480087",,2024-07-16,Entregado a Tecnico
DESP-006461,ORD-008041,Pedro Lopez Rojas,Pimentel,Cuadrilla La Victoria / JLO - C-02,"DEC-455842, DEC-474963",REP-912182,2024-07-17,Entregado a Tecnico
DESP-006462,ORD-008042,Luis Flores Garcia,Eten,Cuadrilla Pimentel / Costa - C-03,DEC-364590,REP-143248,2024-07-17,Entregado a Tecnico
DESP-006463,ORD-008043,Ana Mendoza Martinez,Pátapo,Cuadrilla Ferreñafe - C-05,DEC-414376,REP-969552,2024-07-17,Entregado a Tecnico
DESP-006464,ORD-008044,Sofia Lopez Lopez,Túcume,Cuadrilla Chiclayo Centro - C-01,DEC-427778,REP-466734,2024-07-17,Entregado a Tecnico
DESP-006465,ORD-008048,Rosa Rodriguez Rojas,Monsefú,Cuadrilla La Victoria / JLO - C-02,"DEC-904372, DEC-459713",REP-595196,2024-07-17,Entregado a Tecnico
DESP-006466,ORD-008049,Javier Torres Sanchez,Puerto Eten,Cuadrilla Lambayeque Norte - C-04,DEC-420078,,2024-07-17,Entregado a Tecnico
DESP-006467,ORD-008050,Luis Romero Gomez,Mochumí,Cuadrilla Chiclayo Centro - C-01,"DEC-478157, DEC-239609, DEC-564071",REP-124742,2024-07-17,Entregado a Tecnico
DESP-006468,ORD-008051,Fiorella Perez Perez,Santa Rosa,Cuadrilla La Victoria / JLO - C-02,DEC-712743,,2024-07-17,Entregado a Tecnico
DESP-006469,ORD-008053,Carlos Vasquez Romero,Pueblo Nuevo,Cuadrilla Chiclayo Centro - C-01,DEC-240339,REP-431442,2024-07-17,Entregado a Tecnico
DESP-006470,ORD-008054,Ana Rojas Vargas,Motupe,Cuadrilla Chiclayo Centro - C-01,DEC-598525,,2024-07-17,Entregado a Tecnico
DESP-006471,ORD-008055,Maria Vargas Torres,Pátapo,Cuadrilla Lambayeque Norte - C-04,,,2024-07-17,Entregado a Tecnico
DESP-006472,ORD-008056,Carmen Romero Sanchez,La Victoria,Cuadrilla Ferreñafe - C-05,"DEC-358469, DEC-599385",,2024-07-17,Entregado a Tecnico
DESP-006473,ORD-008057,Diego Perez Torres,José Leonardo Ortiz,Cuadrilla Chiclayo Centro - C-01,DEC-729538,REP-123633,2024-07-17,Entregado a Tecnico
DESP-006474,ORD-008058,Carmen Sanchez Gomez,Pitipo,Cuadrilla Ferreñafe - C-05,"DEC-567200, DEC-375287",REP-651969,2024-07-17,Entregado a Tecnico
DESP-006475,ORD-008059,Fiorella Garcia Lopez,Pátapo,Cuadrilla Ferreñafe - C-05,"DEC-959469, DEC-724651",,2024-07-17,Entregado a Tecnico
DESP-006476,ORD-008060,Manuel Torres Torres,Reque,Cuadrilla Chiclayo Centro - C-01,,REP-611547,2024-07-17,Entregado a Tecnico
DESP-006477,ORD-008061,Lucia Romero Lopez,Santa Rosa,Cuadrilla Lambayeque Norte - C-04,DEC-773050,,2024-07-18,Entregado a Tecnico
DESP-006478,ORD-008062,Carmen Sanchez Castro,Mochumí,Cuadrilla Pimentel / Costa - C-03,"DEC-465083, DEC-502539","REP-840855, REP-190149",2024-07-19,Entregado a Tecnico
DESP-006479,ORD-008063,Carmen Vasquez Mendoza,Pátapo,Cuadrilla Pimentel / Costa - C-03,DEC-467379,,2024-07-18,Entregado a Tecnico
DESP-006480,ORD-008064,Manuel Martinez Romero,Puerto Eten,Cuadrilla Pimentel / Costa - C-03,DEC-736540,REP-620779,2024-07-18,Entregado a Tecnico
DESP-006481,ORD-008065,Ana Castro Gomez,José Leonardo Ortiz,Cuadrilla Pimentel / Costa - C-03,DEC-971109,,2024-07-19,Entregado a Tecnico
DESP-006482,ORD-008068,Lucia Martinez Mendoza,Eten,Cuadrilla Pimentel / Costa - C-03,DEC-856935,"REP-812597, REP-318394",2024-07-18,Entregado a Tecnico
DESP-006483,ORD-008070,Elena Lopez Rodriguez,Lambayeque,Cuadrilla Pimentel / Costa - C-03,"DEC-550445, DEC-387832, DEC-353517","REP-657094, REP-738035",2024-07-19,Entregado a Tecnico
DESP-006484,ORD-008071,Christian Rodriguez Garcia,José Leonardo Ortiz,Cuadrilla La Victoria / JLO - C-02,,,2024-07-19,Entregado a Tecnico
DESP-006485,ORD-008072,Fernando Perez Vargas,Reque,Cuadrilla Lambayeque Norte - C-04,DEC-828867,REP-258563,2024-07-19,Entregado a Tecnico
DESP-006486,ORD-008073,Fernando Rodriguez Martinez,La Victoria,Cuadrilla Pimentel / Costa - C-03,,REP-409999,2024-07-19,Entregado a Tecnico
DESP-006487,ORD-008074,Carmen Romero Vargas,Pimentel,Cuadrilla La Victoria / JLO - C-02,DEC-955142,"REP-988159, REP-297967",2024-07-19,Entregado a Tecnico
DESP-006488,ORD-008075,Luis Castro Vargas,Eten,Cuadrilla Pimentel / Costa - C-03,,,2024-07-19,Entregado a Tecnico
DESP-006489,ORD-008076,Diego Lopez Gomez,Chiclayo,Cuadrilla La Victoria / JLO - C-02,DEC-672925,REP-357197,2024-07-19,Entregado a Tecnico
DESP-006490,ORD-008077,Katia Perez Flores,Pimentel,Cuadrilla Ferreñafe - C-05,"DEC-223944, DEC-868861",REP-874583,2024-07-20,Entregado a Tecnico
DESP-006491,ORD-008078,Maria Flores Rojas,Chiclayo,Cuadrilla Chiclayo Centro - C-01,DEC-417693,REP-445255,2024-07-20,Entregado a Tecnico
DESP-006492,ORD-008079,Carlos Lopez Castro,Ferreñafe,Cuadrilla Chiclayo Centro - C-01,DEC-250090,REP-487606,2024-07-20,Entregado a Tecnico
DESP-006493,ORD-008080,Carlos Castro Diaz,Reque,Cuadrilla Ferreñafe - C-05,DEC-543459,,2024-07-19,Entregado a Tecnico
DESP-006494,ORD-008081,Lucia Diaz Flores,Reque,Cuadrilla Ferreñafe - C-05,,REP-840376,2024-07-19,Entregado a Tecnico
DESP-006495,ORD-008082,Jose Diaz Torres,José Leonardo Ortiz,Cuadrilla La Victoria / JLO - C-02,DEC-805766,REP-396581,2024-07-19,Entregado a Tecnico
DESP-006496,ORD-008083,Luis Gomez Rodriguez,José Leonardo Ortiz,Cuadrilla Chiclayo Centro - C-01,DEC-537733,,2024-07-19,Entregado a Tecnico
DESP-006497,ORD-008084,Maria Perez Garcia,Íllimo,Cuadrilla Chiclayo Centro - C-01,"DEC-566697, DEC-600333, DEC-713880",,2024-07-19,Entregado a Tecnico
DESP-006498,ORD-008085,Jorge Vargas Torres,Pomalca,Cuadrilla Chiclayo Centro - C-01,"DEC-497162, DEC-220730",,2024-07-19,Entregado a Tecnico
DESP-006499,ORD-008088,Lucia Vargas Torres,Eten,Cuadrilla La Victoria / JLO - C-02,,REP-344311,2024-07-20,Entregado a Tecnico
DESP-006500,ORD-008089,Sofia Garcia Garcia,Íllimo,Cuadrilla Lambayeque Norte - C-04,DEC-210247,,2024-07-19,Entregado a Tecnico
DESP-006501,ORD-008090,Diego Romero Rojas,Pomalca,Cuadrilla Chiclayo Centro - C-01,DEC-697462,,2024-07-20,Entregado a Tecnico
DESP-006502,ORD-008091,Fernando Lopez Castro,Reque,Cuadrilla Pimentel / Costa - C-03,DEC-119536,REP-978646,2024-07-20,Entregado a Tecnico
DESP-006503,ORD-008092,Luis Perez Romero,Pueblo Nuevo,Cuadrilla Ferreñafe - C-05,DEC-984802,,2024-07-20,Entregado a Tecnico
DESP-006504,ORD-008093,Javier Vargas Rodriguez,Puerto Eten,Cuadrilla Ferreñafe - C-05,DEC-462164,"REP-468217, REP-900317",2024-07-20,Entregado a Tecnico
DESP-006505,ORD-008094,Elena Gomez Vargas,Jayanca,Cuadrilla Lambayeque Norte - C-04,"DEC-160241, DEC-989621",,2024-07-20,Entregado a Tecnico
DESP-006506,ORD-008095,Fernando Rojas Perez,José Leonardo Ortiz,Cuadrilla Pimentel / Costa - C-03,,REP-342629,2024-07-21,Entregado a Tecnico
DESP-006507,ORD-008096,Carlos Sanchez Martinez,Túcume,Cuadrilla Chiclayo Centro - C-01,DEC-306523,"REP-476649, REP-448441",2024-07-20,Entregado a Tecnico
DESP-006508,ORD-008097,Javier Garcia Perez,Reque,Cuadrilla Lambayeque Norte - C-04,,REP-703134,2024-07-20,Entregado a Tecnico
DESP-006509,ORD-008098,Patricia Torres Lopez,La Victoria,Cuadrilla Chiclayo Centro - C-01,,,2024-07-20,Entregado a Tecnico
DESP-006510,ORD-008099,Jose Lopez Mendoza,La Victoria,Cuadrilla Pimentel / Costa - C-03,DEC-640569,REP-140124,2024-07-20,Entregado a Tecnico
DESP-006511,ORD-008100,Javier Romero Sanchez,Santa Rosa,Cuadrilla Chiclayo Centro - C-01,"DEC-588535, DEC-529951",REP-571508,2024-07-20,Entregado a Tecnico
DESP-006512,ORD-008101,Pedro Diaz Garcia,Puerto Eten,Cuadrilla Ferreñafe - C-05,DEC-434620,REP-346384,2024-07-21,Entregado a Tecnico
DESP-006513,ORD-008102,Fiorella Martinez Gomez,Lambayeque,Cuadrilla Chiclayo Centro - C-01,"DEC-322648, DEC-359734",REP-522500,2024-07-20,Entregado a Tecnico
DESP-006514,ORD-008103,Lucia Vargas Torres,Motupe,Cuadrilla Chiclayo Centro - C-01,"DEC-272652, DEC-634280",,2024-07-20,Entregado a Tecnico
DESP-006515,ORD-008104,Jose Romero Martinez,Pacora,Cuadrilla Ferreñafe - C-05,,,2024-07-20,Entregado a Tecnico
DESP-006516,ORD-008105,Carmen Sanchez Diaz,Puerto Eten,Cuadrilla Pimentel / Costa - C-03,DEC-271585,REP-556189,2024-07-21,Entregado a Tecnico
DESP-006517,ORD-008106,Diego Mendoza Gomez,Motupe,Cuadrilla La Victoria / JLO - C-02,DEC-181743,,2024-07-20,Entregado a Tecnico
DESP-006518,ORD-008108,Rosa Perez Flores,Manuel Antonio Mesones Muro,Cuadrilla Ferreñafe - C-05,,REP-813296,2024-07-21,Entregado a Tecnico
DESP-006519,ORD-008109,Jose Vasquez Rodriguez,Pueblo Nuevo,Cuadrilla La Victoria / JLO - C-02,"DEC-982121, DEC-596119",,2024-07-21,Entregado a Tecnico
DESP-006520,ORD-008110,Jose Vasquez Lopez,Pimentel,Cuadrilla Lambayeque Norte - C-04,DEC-763124,"REP-116627, REP-322836",2024-07-22,Entregado a Tecnico
DESP-006521,ORD-008112,Fernando Vargas Lopez,Pomalca,Cuadrilla Ferreñafe - C-05,,"REP-144441, REP-249707",2024-07-21,Entregado a Tecnico
DESP-006522,ORD-008113,Patricia Castro Romero,Santa Rosa,Cuadrilla La Victoria / JLO - C-02,DEC-513392,REP-346166,2024-07-21,Entregado a Tecnico
DESP-006523,ORD-008114,Manuel Romero Diaz,Puerto Eten,Cuadrilla Pimentel / Costa - C-03,DEC-193851,,2024-07-21,Entregado a Tecnico
DESP-006524,ORD-008115,Elena Garcia Vasquez,José Leonardo Ortiz,Cuadrilla La Victoria / JLO - C-02,"DEC-574580, DEC-133494",REP-335314,2024-07-21,Entregado a Tecnico
DESP-006525,ORD-008118,Fernando Gomez Gomez,Santa Rosa,Cuadrilla Ferreñafe - C-05,"DEC-702951, DEC-491453, DEC-808518",REP-225459,2024-07-21,Entregado a Tecnico
DESP-006526,ORD-008119,Carmen Lopez Gomez,Monsefú,Cuadrilla La Victoria / JLO - C-02,DEC-105908,REP-105578,2024-07-22,Entregado a Tecnico
DESP-006527,ORD-008120,Christian Garcia Sanchez,Reque,Cuadrilla Ferreñafe - C-05,"DEC-481684, DEC-274964",,2024-07-21,Entregado a Tecnico
DESP-006528,ORD-008121,Christian Diaz Garcia,Monsefú,Cuadrilla Chiclayo Centro - C-01,DEC-331317,REP-826597,2024-07-21,Entregado a Tecnico
DESP-006529,ORD-008122,Pedro Gomez Rojas,Eten,Cuadrilla La Victoria / JLO - C-02,"DEC-757684, DEC-245782",REP-876896,2024-07-21,Entregado a Tecnico
DESP-006530,ORD-008123,Patricia Rodriguez Castro,Ferreñafe,Cuadrilla Ferreñafe - C-05,"DEC-556882, DEC-259631","REP-282721, REP-205699",2024-07-21,Entregado a Tecnico
DESP-006531,ORD-008125,Luis Martinez Mendoza,Pitipo,Cuadrilla La Victoria / JLO - C-02,"DEC-827366, DEC-204416",,2024-07-21,Entregado a Tecnico
DESP-006532,ORD-008126,Sofia Torres Perez,Reque,Cuadrilla Pimentel / Costa - C-03,,,2024-07-21,Entregado a Tecnico
DESP-006533,ORD-008127,Rosa Martinez Romero,Pátapo,Cuadrilla Chiclayo Centro - C-01,DEC-305781,,2024-07-22,Entregado a Tecnico
DESP-006534,ORD-008128,Jorge Vargas Garcia,Íllimo,Cuadrilla Ferreñafe - C-05,"DEC-156042, DEC-751606, DEC-137422",,2024-07-23,Entregado a Tecnico
DESP-006535,ORD-008129,Jorge Sanchez Torres,Santa Rosa,Cuadrilla Lambayeque Norte - C-04,DEC-212615,REP-487995,2024-07-22,Entregado a Tecnico
DESP-006536,ORD-008131,Sofia Vasquez Martinez,Eten,Cuadrilla Pimentel / Costa - C-03,DEC-180282,REP-841753,2024-07-22,Entregado a Tecnico
DESP-006537,ORD-008132,Diego Diaz Torres,Monsefú,Cuadrilla La Victoria / JLO - C-02,,,2024-07-22,Entregado a Tecnico
DESP-006538,ORD-008133,Sofia Flores Lopez,Reque,Cuadrilla La Victoria / JLO - C-02,DEC-949812,,2024-07-22,Entregado a Tecnico
DESP-006539,ORD-008134,Jorge Torres Martinez,José Leonardo Ortiz,Cuadrilla Ferreñafe - C-05,DEC-660844,,2024-07-22,Entregado a Tecnico
DESP-006540,ORD-008135,Manuel Rodriguez Torres,Pimentel,Cuadrilla Ferreñafe - C-05,DEC-677732,REP-470931,2024-07-22,Entregado a Tecnico
DESP-006541,ORD-008136,Ana Romero Vargas,Pátapo,Cuadrilla Pimentel / Costa - C-03,DEC-752236,,2024-07-22,Entregado a Tecnico
DESP-006542,ORD-008138,Fiorella Sanchez Lopez,Chiclayo,Cuadrilla Ferreñafe - C-05,"DEC-268111, DEC-357823, DEC-269035",REP-306192,2024-07-22,Entregado a Tecnico
DESP-006543,ORD-008139,Javier Diaz Gomez,Puerto Eten,Cuadrilla Pimentel / Costa - C-03,DEC-868868,"REP-167911, REP-854860",2024-07-22,Entregado a Tecnico
DESP-006544,ORD-008141,Carlos Gomez Diaz,Pueblo Nuevo,Cuadrilla Lambayeque Norte - C-04,DEC-317294,,2024-07-22,Entregado a Tecnico
DESP-006545,ORD-008142,Fernando Vargas Garcia,Reque,Cuadrilla Chiclayo Centro - C-01,,REP-557605,2024-07-22,Entregado a Tecnico
DESP-006546,ORD-008143,Maria Castro Flores,Íllimo,Cuadrilla Pimentel / Costa - C-03,"DEC-513714, DEC-578349, DEC-738844","REP-573311, REP-238830",2024-07-23,Entregado a Tecnico
DESP-006547,ORD-008144,Javier Diaz Flores,José Leonardo Ortiz,Cuadrilla Pimentel / Costa - C-03,DEC-677534,REP-776534,2024-07-22,Entregado a Tecnico
DESP-006548,ORD-008145,Ana Martinez Castro,Pátapo,Cuadrilla Ferreñafe - C-05,,"REP-273404, REP-906083",2024-07-22,Entregado a Tecnico
DESP-006549,ORD-008147,Katia Diaz Vasquez,Lambayeque,Cuadrilla Lambayeque Norte - C-04,"DEC-998669, DEC-567360",REP-383223,2024-07-23,Entregado a Tecnico
DESP-006550,ORD-008148,Jose Martinez Lopez,Eten,Cuadrilla Chiclayo Centro - C-01,DEC-497761,REP-115112,2024-07-23,Entregado a Tecnico
